theme_tag,sub_archetype,large_sector,large_sector_korean,canonical_archetype,posture,theme_is_score_input,must_have_evidence,green_policy
유아용품,EDUCATION_SPECIALTY_SERVICES,PLATFORM_CONTENT_SW_SECURITY,플랫폼·콘텐츠·SW·보안,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,enrollment_or_user_growth|opm_leverage|policy_risk,Education services need recurring revenue and policy risk checks.
항공사,AIRLINE_TRAVEL_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,traffic_recovery|yield_or_margin|cost_risk,"Travel tags need traffic, yield, and margin evidence."
여행·레저,AIRLINE_TRAVEL_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,traffic_recovery|yield_or_margin|cost_risk,"Travel tags need traffic, yield, and margin evidence."
야놀자 관련주,AIRLINE_TRAVEL_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,traffic_recovery|yield_or_margin|cost_risk,"Travel tags need traffic, yield, and margin evidence."
카지노,CASINO_DUTYFREE_TOURISM,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,visitor_mix|drop_or_sales|opm_leverage,Tourism needs visitor mix and margin evidence; policy events stay capped.
면세점,CASINO_DUTYFREE_TOURISM,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,visitor_mix|drop_or_sales|opm_leverage,Tourism needs visitor mix and margin evidence; policy events stay capped.
금강산 관광,CASINO_DUTYFREE_TOURISM,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,false,visitor_mix|drop_or_sales|opm_leverage,Tourism needs visitor mix and margin evidence; policy events stay capped.
해운,SHIPPING_FREIGHT_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,false,freight_rate|contract_vs_spot|vessel_supply,Shipping is cycle-heavy; Green is very restricted.
택배,SHIPPING_FREIGHT_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,false,freight_rate|contract_vs_spot|vessel_supply,Shipping is cycle-heavy; Green is very restricted.
종합물류,SHIPPING_FREIGHT_CYCLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,false,freight_rate|contract_vs_spot|vessel_supply,Shipping is cycle-heavy; Green is very restricted.
현대차,AUTO_COMPLETED_VEHICLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,false,mix_improvement|roe_fcf|shareholder_return,Completed vehicle needs ROE/FCF and capital allocation proof.
기아,AUTO_COMPLETED_VEHICLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,false,mix_improvement|roe_fcf|shareholder_return,Completed vehicle needs ROE/FCF and capital allocation proof.
자동차 연비개선,AUTO_COMPLETED_VEHICLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,false,mix_improvement|roe_fcf|shareholder_return,Completed vehicle needs ROE/FCF and capital allocation proof.
경량화,AUTO_COMPLETED_VEHICLE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,false,mix_improvement|roe_fcf|shareholder_return,Completed vehicle needs ROE/FCF and capital allocation proof.
자율주행,AUTO_COMPONENTS_EV_ADAS,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,false,customer_diversification|content_per_vehicle|opm_improvement,Auto components need customer diversification and margin proof.
전기차 부품,AUTO_COMPONENTS_EV_ADAS,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,false,customer_diversification|content_per_vehicle|opm_improvement,Auto components need customer diversification and margin proof.
카메라,AUTO_COMPONENTS_EV_ADAS,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,false,customer_diversification|content_per_vehicle|opm_improvement,Auto components need customer diversification and margin proof.
스마트폰 부품,AUTO_COMPONENTS_EV_ADAS,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,false,customer_diversification|content_per_vehicle|opm_improvement,Auto components need customer diversification and margin proof.
렌터카,RENTAL_USED_CAR_MOBILITY,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,false,fleet_margin|residual_value|demand_visibility,Mobility services need margin and asset value checks.
중고차,RENTAL_USED_CAR_MOBILITY,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,false,fleet_margin|residual_value|demand_visibility,Mobility services need margin and asset value checks.
자전거,RENTAL_USED_CAR_MOBILITY,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,false,fleet_margin|residual_value|demand_visibility,Mobility services need margin and asset value checks.
드론,URBAN_AIR_DRONE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,false,government_or_commercial_order|revenue_conversion|regulatory_approval,Drone/UAM themes need order or revenue conversion.
플라잉카,URBAN_AIR_DRONE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,false,government_or_commercial_order|revenue_conversion|regulatory_approval,Drone/UAM themes need order or revenue conversion.
항공우주,URBAN_AIR_DRONE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,false,government_or_commercial_order|revenue_conversion|regulatory_approval,Drone/UAM themes need order or revenue conversion.
스페이스X,URBAN_AIR_DRONE,MOBILITY_TRANSPORT_LEISURE,모빌리티·운송·레저,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,false,government_or_commercial_order|revenue_conversion|regulatory_approval,Drone/UAM themes need order or revenue conversion.
대형 건설사,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,false,pf_exposure|cash_flow|credit_risk,Construction remains credit-risk first.
중소형 건설사,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,false,pf_exposure|cash_flow|credit_risk,Construction remains credit-risk first.
부동산 자산 보유,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,false,pf_exposure|cash_flow|credit_risk,Construction remains credit-risk first.
부동산 개발신탁리츠,REIT_DEVELOPMENT_TRUST,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,false,nav_discount|cash_yield|debt_cost,"REITs need NAV, yield, and debt-cost evidence."
리츠,REIT_DEVELOPMENT_TRUST,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,false,nav_discount|cash_yield|debt_cost,"REITs need NAV, yield, and debt-cost evidence."
부동산 자산 보유,REIT_DEVELOPMENT_TRUST,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,false,nav_discount|cash_yield|debt_cost,"REITs need NAV, yield, and debt-cost evidence."
건자재,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
시멘트,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
레미콘,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
콘크리트,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
철근,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
거푸집,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
가구,BUILDING_MATERIALS_CYCLE,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,false,price_hike|volume|cost_spread|housing_cycle,Building materials are cycle/spread sensitive.
우크라 재건,INFRA_RECONSTRUCTION_POLICY,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,funded_order|contract_economics|delivery_schedule,Reconstruction policy themes need confirmed orders.
네옴시티,INFRA_RECONSTRUCTION_POLICY,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,funded_order|contract_economics|delivery_schedule,Reconstruction policy themes need confirmed orders.
세종시,INFRA_RECONSTRUCTION_POLICY,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,funded_order|contract_economics|delivery_schedule,Reconstruction policy themes need confirmed orders.
철도,INFRA_RECONSTRUCTION_POLICY,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,funded_order|contract_economics|delivery_schedule,Reconstruction policy themes need confirmed orders.
지진,DISASTER_REBUILD_EVENT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,actual_order|repeat_demand|margin_visibility,Disaster rebuild is event demand unless repeat orders exist.
폭염,DISASTER_REBUILD_EVENT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,actual_order|repeat_demand|margin_visibility,Disaster rebuild is event demand unless repeat orders exist.
재난복구,DISASTER_REBUILD_EVENT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,actual_order|repeat_demand|margin_visibility,Disaster rebuild is event demand unless repeat orders exist.
건자재 이벤트,DISASTER_REBUILD_EVENT,CONSTRUCTION_REAL_ESTATE_MATERIALS,건설·부동산·건자재,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,actual_order|repeat_demand|margin_visibility,Disaster rebuild is event demand unless repeat orders exist.
남북경협,NORTH_KOREA_POLICY_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,binding_policy|funded_project|revenue_visibility,North Korea policy events are Green-blocked without binding revenue.
DMZ,NORTH_KOREA_POLICY_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,binding_policy|funded_project|revenue_visibility,North Korea policy events are Green-blocked without binding revenue.
개성공단,NORTH_KOREA_POLICY_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,binding_policy|funded_project|revenue_visibility,North Korea policy events are Green-blocked without binding revenue.
금강산 관광,NORTH_KOREA_POLICY_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,binding_policy|funded_project|revenue_visibility,North Korea policy events are Green-blocked without binding revenue.
광물자원개발,NORTH_KOREA_POLICY_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,binding_policy|funded_project|revenue_visibility,North Korea policy events are Green-blocked without binding revenue.
우크라 재건,GEOPOLITICAL_RECONSTRUCTION,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,contract_award|funding|supplier_margin,Geopolitical reconstruction needs funded contract evidence.
네옴시티,GEOPOLITICAL_RECONSTRUCTION,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,contract_award|funding|supplier_margin,Geopolitical reconstruction needs funded contract evidence.
원전 수출,GEOPOLITICAL_RECONSTRUCTION,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,contract_award|funding|supplier_margin,Geopolitical reconstruction needs funded contract evidence.
철도,GEOPOLITICAL_RECONSTRUCTION,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,false,contract_award|funding|supplier_margin,Geopolitical reconstruction needs funded contract evidence.
폭염,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
황사,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
미세먼지,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
공기정화,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
마스크,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
지진,CLIMATE_DISASTER_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,repeat_demand|sell_through|margin_visibility,Climate/disaster demand is event-driven unless recurrence is proven.
엠폭스,INFECTIOUS_DISEASE_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|post_event_revenue|margin_normalization,Disease/pest themes are one-off until proven recurring.
코로나19,INFECTIOUS_DISEASE_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|post_event_revenue|margin_normalization,Disease/pest themes are one-off until proven recurring.
전염병 진단,INFECTIOUS_DISEASE_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|post_event_revenue|margin_normalization,Disease/pest themes are one-off until proven recurring.
빈대퇴치,INFECTIOUS_DISEASE_EVENT,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,false,recurring_non_event_demand|post_event_revenue|margin_normalization,Disease/pest themes are one-off until proven recurring.
초전도체,SPECULATIVE_SCIENCE_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,commercial_revenue|contract_or_order|technical_validation,Speculative science is a RedTeam-first tag.
맥신,SPECULATIVE_SCIENCE_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,commercial_revenue|contract_or_order|technical_validation,Speculative science is a RedTeam-first tag.
그래핀,SPECULATIVE_SCIENCE_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,commercial_revenue|contract_or_order|technical_validation,Speculative science is a RedTeam-first tag.
양자 기술,SPECULATIVE_SCIENCE_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,commercial_revenue|contract_or_order|technical_validation,Speculative science is a RedTeam-first tag.
세종시,POLICY_LOCAL_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,policy_execution|revenue_visibility|funding,Local policy themes need execution and revenue evidence.
지역화폐,POLICY_LOCAL_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,policy_execution|revenue_visibility|funding,Local policy themes need execution and revenue evidence.
취업일자리,POLICY_LOCAL_THEME,POLICY_GEOPOLITICAL_EVENT,정책·지정학·재난·이벤트,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,false,policy_execution|revenue_visibility|funding,Local policy themes need execution and revenue evidence.
스마트팜,SMART_FARM_AGRI_TECH,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,order_or_adoption|revenue_conversion|margin_visibility,Smart farm needs adoption and revenue conversion.
농업 종자,SMART_FARM_AGRI_TECH,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,order_or_adoption|revenue_conversion|margin_visibility,Smart farm needs adoption and revenue conversion.
비료,SMART_FARM_AGRI_TECH,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,order_or_adoption|revenue_conversion|margin_visibility,Smart farm needs adoption and revenue conversion.
농약,SMART_FARM_AGRI_TECH,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,order_or_adoption|revenue_conversion|margin_visibility,Smart farm needs adoption and revenue conversion.
농기계,SMART_FARM_AGRI_TECH,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,order_or_adoption|revenue_conversion|margin_visibility,Smart farm needs adoption and revenue conversion.
양돈주,LIVESTOCK_FISHERY_CYCLE,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,COMMODITY_SPREAD,REDTEAM_FIRST,false,commodity_cycle|feed_cost|price_pass_through,Livestock/fishery is cycle-heavy.
육계주,LIVESTOCK_FISHERY_CYCLE,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,COMMODITY_SPREAD,REDTEAM_FIRST,false,commodity_cycle|feed_cost|price_pass_through,Livestock/fishery is cycle-heavy.
참치 원양어업,LIVESTOCK_FISHERY_CYCLE,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,COMMODITY_SPREAD,REDTEAM_FIRST,false,commodity_cycle|feed_cost|price_pass_through,Livestock/fishery is cycle-heavy.
배합사료,LIVESTOCK_FISHERY_CYCLE,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,COMMODITY_SPREAD,REDTEAM_FIRST,false,commodity_cycle|feed_cost|price_pass_through,Livestock/fishery is cycle-heavy.
키즈,HOME_CHILD_EDUCATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,recurring_demand|channel_expansion|margin_visibility,Home/child/education needs recurring demand.
유아용품,HOME_CHILD_EDUCATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,recurring_demand|channel_expansion|margin_visibility,Home/child/education needs recurring demand.
교육,HOME_CHILD_EDUCATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,recurring_demand|channel_expansion|margin_visibility,Home/child/education needs recurring demand.
밥솥,HOME_CHILD_EDUCATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,false,recurring_demand|channel_expansion|margin_visibility,Home/child/education needs recurring demand.
폐기물처리,WASTE_RECYCLING_ENVIRONMENT,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,false,regulated_demand|capacity_utilization|margin_visibility,Environmental services need regulated demand and utilization evidence.
폐배터리,WASTE_RECYCLING_ENVIRONMENT,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,false,regulated_demand|capacity_utilization|margin_visibility,Environmental services need regulated demand and utilization evidence.
탈 플라스틱,WASTE_RECYCLING_ENVIRONMENT,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,UTILITIES_REGULATED_TARIFF,WATCH_YELLOW_FIRST,false,regulated_demand|capacity_utilization|margin_visibility,Environmental services need regulated demand and utilization evidence.
키오스크,SERVICE_KIOSK_AUTOMATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,customer_adoption|recurring_revenue|opm_leverage,Service automation needs adoption and margin leverage.
컨택센터,SERVICE_KIOSK_AUTOMATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,customer_adoption|recurring_revenue|opm_leverage,Service automation needs adoption and margin leverage.
스마트홈,SERVICE_KIOSK_AUTOMATION,EDUCATION_LIFE_AGRI_MISC,교육·생활서비스·농수축산,ROBOTICS_FACTORY_AUTOMATION,WATCH_YELLOW_FIRST,false,customer_adoption|recurring_revenue|opm_leverage,Service automation needs adoption and margin leverage.
